Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
20000,20,Low,96148.09,30,12.38,38.36,28.74,5.68,14.06,0.77,4.46,8.3
22821.47,23,Low,165235.69,30,25.01,25.82,11.99,7.63,22.81,6.75,5.05,10.45
51656.3,50,Medium,162674.73,13,40.1,25.06,11.02,9.75,12.22,1.85,7.03,13.11
166560.02,52,Medium,1192023.29,13,41.38,12.68,11.74,14.79,11.03,8.37,7.13,13.43
80746.12,42,Medium,734222.83,27,40.14,17.82,9.04,13,8.43,11.57,7.37,13.22
60881.5,48,High,656540.17,23,60.23,6.49,1.57,13.43,7.6,10.68,8.9,17.04
59069.83,52,High,605687.04,10,70.21,0.09,0.85,13.34,6.3,9.21,10.7,18.13
33900.9,31,Medium,123160.51,30,39.46,24.53,4.96,11.23,11.74,8.07,7.05,13.47
38828.63,23,Low,151112.54,30,20.09,34.34,18.19,7.76,19.49,0.12,5.51,8.27
84457.24,39,Medium,301590.82,29,42.06,20.59,8.75,10.29,13.6,4.72,7.61,14.59
20000,33,Low,162336.25,30,17.6,35.82,12.04,8.06,23.19,3.29,4.49,8.42
96427.15,44,Medium,272290.09,19,40.77,19.18,11.11,16.59,10.65,1.71,6.88,12.36
43971.38,46,Medium,463549.64,18,34.55,27.03,13.7,12.16,9.45,3.11,6.89,10.64
116139.29,31,Low,320731.91,30,19.72,37.73,21.47,6.13,11.24,3.71,6.04,10.67
129440.24,48,Medium,712029.02,18,41.24,23.23,10.62,13.95,10.2,0.76,8.15,12.21
20000,47,Low,230035.17,20,14.37,28.2,15.5,6.33,27.03,8.57,4.55,7.08
37678.13,48,Low,409221.28,15,18.86,28.38,22.57,5.07,18.56,6.56,4.97,10.38
30262.9,35,Medium,208174.17,30,38.52,22.29,7.44,14.03,13.17,4.55,7.95,12.99
20000,49,Low,167149.05,10,6.86,42.62,19.46,9.47,16.41,5.18,4.93,11.09
26267.12,46,Low,232218.56,15,19.77,27.51,25.95,7.18,17.7,1.89,4.51,11.24
422990.3,47,High,2272398.65,19,57.37,4.01,2.06,14.47,3.58,18.51,9.69,15.7
97704.98,60,Medium,509178.15,4,27.35,22.92,9.62,14.59,12.42,13.1,6.66,12.62
278154.01,43,High,2244704.69,20,54.33,3.81,4.51,13.5,7.16,16.69,8.57,17.5
116468.79,32,Low,819662.85,30,22.63,25.93,13.51,5,29.4,3.53,5.28,8.38
33144.28,26,Low,220005.67,30,15.24,28.99,23.61,5.1,21.83,5.24,4.89,9.17
44208.97,53,Low,177063.56,15,13.17,30.65,17.9,12.02,22.72,3.54,4.9,9.74
96071.58,44,Medium,289068.31,17,39.12,12.5,10.33,15.23,12.6,10.22,6.27,13.85
85144.48,60,Low,578233.71,7,7.44,34.61,14.55,8.04,26.65,8.7,3.89,7.22
37806.12,18,Low,280958.71,30,5.86,36.55,11.49,10.41,26.41,9.28,5.25,8.37
20000,50,Low,195201.88,11,25.6,30.82,19.16,8.51,13.01,2.9,6.11,11.32
500000,36,High,4615560.43,29,59.89,1.8,3.73,17.42,6.97,10.18,9.92,16.26
53593.34,35,Medium,492140.42,30,36.24,14.78,15.58,16.44,16.19,0.78,7.1,12.06
46235.76,30,Low,174537.5,30,14.42,25.95,20.59,8.64,26.28,4.12,5.33,8.6
65694.3,50,High,598905.27,14,53.27,3.86,1.73,18.87,6,16.27,9.51,15.86
49410.44,47,Low,413152.35,14,21.84,24.11,16.82,7.33,21.22,8.67,5.76,10.54
66189.89,26,Medium,596836.89,30,42,14.58,7.91,14.11,12.15,9.25,6.31,14.78
167989.65,41,Low,1510378.08,24,12.58,31.75,28.72,8.1,11,7.86,5.47,9.11
54309.86,48,Low,306746.33,11,8.4,32.62,25.67,6.43,24.13,2.74,4.1,7.97
23669.24,42,Low,139189.46,22,16.33,31.04,23.64,6.98,11.85,10.16,5.7,10.82
52721.83,53,Low,391530.65,15,15.83,29.3,26.47,7.15,12.26,8.98,5.88,10.76
41381.05,36,Medium,217615.71,25,33.28,20.3,12.14,16.24,6.27,11.77,7.7,12.32
187440.92,18,Low,917244.58,30,16.3,26.94,24.04,8.05,23.14,1.53,4.67,7.97
153122.74,42,Medium,432965.31,22,38.91,23.4,4.72,15.55,9.84,7.57,8.07,14.02
65389.69,42,Medium,691379.09,22,43.98,21.04,4.92,14.29,7.35,8.41,8.48,13.45
21571.13,43,Medium,139517.34,20,31.46,23.66,12.84,12.49,12.94,6.61,6.63,11.97
22502.6,53,Low,238434.6,13,16.91,23.8,26.58,8.51,13.32,10.89,5.89,9.76
60730.33,18,Low,621979.26,30,11.51,37.75,23.93,7.5,12.44,6.86,4.64,10.33
78523.89,37,High,802844.16,29,66.97,0.81,4.73,17.64,0.62,9.23,10.95,16.91
44462.51,28,Medium,342397.29,30,44.51,15.53,11.59,17.5,5.61,5.26,8.05,15.61
40862.34,25,Medium,282812.43,30,42.13,23.47,5.59,12.62,8.27,7.93,8.05,14.19
37341.5,39,Low,206073.76,26,11.38,30.62,15.78,10.04,23.6,8.58,5.3,10.27
58887.53,48,Medium,571631.11,13,33.72,26.75,5.89,13.42,6.39,13.84,7.17,12.46
20000,43,Low,137079.22,19,14.2,31.24,23.33,8.04,19.54,3.63,4.61,8.92
24860.58,31,Low,101946.87,30,13.51,31.02,19.94,8.77,17.83,8.93,5.25,6.95
36332.18,38,Low,196146.25,23,8.68,41.46,14.59,8.44,19.28,7.55,4.69,9.07
157645.23,51,Medium,763679.18,10,36.69,22.96,11.57,9.6,11.92,7.26,6.25,13.76
31289.85,48,Medium,290430.07,13,41.12,17.49,8,20.3,8.75,4.35,8.16,11.69
69319,33,Medium,265657.84,30,39.88,13.12,10.13,21.51,15.25,0.11,7.41,12.54
71921.75,32,Medium,358158.38,30,43.21,16.9,6.44,9.85,10.4,13.2,8.06,12.55
169470.31,19,High,461773.63,30,65.99,4.21,2.59,15.78,4.81,6.62,9.63,16.98
164746.26,34,Low,1481659.88,28,20.76,32.22,12.96,8.02,21.28,4.75,4.66,9.74
57302.38,19,Low,465855.64,30,16.29,28.81,19.66,5.77,23.51,5.96,5,8.13
41015.78,64,Low,289582.5,1,10.17,37.83,22.92,5.46,21.73,1.89,5.07,7.86
35278.65,29,Medium,220920.19,30,41.08,19.47,7.3,14.22,8.38,9.56,7.91,12.45
49476.31,53,Low,217804.32,12,13.28,30.08,18.7,10.59,21.02,6.31,4.95,8.44
42398.71,61,Low,276206.72,5,14.65,31.43,24.92,6.44,12.6,9.97,5.43,10.73
93433.18,42,High,906686.8,23,67.44,6.8,1.69,15.89,3.17,5.02,9.99,18.18
83981.15,38,Low,299119.59,30,27.35,25.67,20.56,9.97,14.72,1.74,5.99,10.47
96330.55,24,Low,806225.95,30,14.03,31.41,19.83,4.33,22.33,8.07,4.72,7.96
164312.73,33,Medium,423638.18,30,32.42,20.05,13.13,15.91,11.09,7.39,7.41,13.73
266304.36,59,Medium,1255621.7,5,37.33,17.82,8.24,16.32,11.03,9.25,7.02,13.06
66292.4,44,Low,625748.99,22,13.67,34.52,16.3,6.48,20.62,8.41,5.37,10.05
144591.94,40,Low,843912.36,23,14.49,30.81,18.93,11.04,20.87,3.86,5.17,9.7
45286.84,55,Low,400156,7,20.21,28.22,13.97,9.76,25.52,2.32,4.57,7.74
154833.47,48,Low,485920.78,13,17.61,27.88,24.83,8.37,21.29,0.02,4.91,10.16
140267.58,38,Medium,1085434.96,22,41.84,21.37,9.6,13,11.97,2.23,7.43,14.87
134434.53,42,Medium,1191706.33,25,40.65,24.51,9.15,14.55,6.29,4.84,7,14.6
64689.6,30,Medium,576107.46,30,44.53,10.24,11.41,17.22,8.53,8.08,7.99,14.84
35151.17,33,Medium,226716.65,30,35.97,15.11,11.01,15.89,9.97,12.05,7.54,12.02
20000,37,Medium,221662.59,26,44.08,13.65,6.19,16.48,10.6,8.99,8.34,13.77
58108.67,46,Low,429505.56,21,8.72,25.56,25.02,10.5,26.01,4.2,4.08,8.27
204538.17,25,High,1772364.24,30,62.68,0.81,0.11,16.86,7.78,11.76,10.62,16.59
46827.41,40,Low,213620.78,19,6.75,25.59,23.65,8.6,27.87,7.54,4.57,8.45
112442.93,35,High,449006.35,25,72.09,7.33,5.41,11.48,1.3,2.39,10.19,19.34
117860.97,29,Medium,976000.8,30,39.34,22.52,12.98,15.34,5.26,4.56,8.83,13.92
47817.69,35,Low,378000.14,30,12.91,38.47,19.26,7.07,14.67,7.62,4.83,8.67
171987.26,18,High,1292508.03,30,53.75,7.68,3.53,18.26,3.32,13.46,9.17,16.02
20000,30,Low,107851.25,30,21.07,25.67,30.58,7.69,12.45,2.53,5.69,12.07
22559.23,26,Medium,143239.9,30,39.94,14.7,6.07,12.47,16.25,10.57,7.67,11.89
28842.17,36,Low,153302.21,24,17.32,29.86,18.61,5.85,21.84,6.52,4.99,10.44
31142.47,18,Low,97257.82,30,19.38,30.63,22.44,9.09,14.85,3.61,5.23,8.99
78520.12,42,Medium,327148.14,20,38.24,17.76,10.8,11.92,13.56,7.72,7.38,12.84
75669.47,50,Low,803767.4,17,19.12,31.57,25.93,5.89,15.5,1.99,4.99,10.6
82231.38,38,Medium,356427.51,25,42.69,24.59,12.38,8.95,10.48,0.91,7.03,13.46
96660.98,45,Medium,361501.47,18,44.96,11.99,14,12.61,14.3,2.14,7.56,14.01
28057.64,33,Low,245537.01,26,15.79,22.03,21.76,9.03,27.66,3.74,4.41,10.1
22641.93,21,Medium,175353.59,30,33.07,30.57,9.62,14.29,11.47,0.98,6.39,12.6
82384.75,40,Medium,696450.27,26,44.57,21.4,5.95,17.35,10.68,0.04,7.68,13.2
36239.83,48,Medium,309991.7,14,48.24,12.03,5.03,15.9,7.18,11.62,8.69,15.51
20000,24,Low,99678.94,30,11.7,23.52,27.25,9.09,20.41,8.03,5.1,8.55
130506.1,34,Medium,817982.57,27,32.69,27.48,8.35,16.6,13.44,1.44,6.26,12.27
183172.09,37,Medium,662192.44,25,42.99,16.76,9.71,13.88,11.41,5.25,7.6,13.78
208527.99,74,Medium,914014.01,1,38.11,15.12,13.35,14.83,13.12,5.47,7.01,11.63
69682.61,42,Low,731533.17,24,13.76,30.31,20.87,4.71,23.84,6.52,4.33,8.68
98997.07,18,Medium,793091.56,30,40.35,16.59,5.42,13.49,11.27,12.89,9.07,13.73
179511.48,18,Low,1501268.11,30,17.23,36.85,19.65,6.42,18.55,1.31,5.48,9.38
35917.04,48,Low,128471.18,19,8.56,35.07,14.97,7.52,31.34,2.54,3.82,8.1
145894.93,69,Medium,806801.1,1,45.6,13.79,6.41,12.97,13.33,7.89,7.65,12.69
74788.31,36,Low,517785.6,30,6.3,42.48,14.58,8.81,19.53,8.31,3.97,7.66
124625.58,35,Medium,433476.85,30,32,22.55,7.21,18.24,6.48,13.53,6.56,14.69
69631.63,45,Medium,656948.66,21,38.96,24.78,7.48,15.52,8.18,5.08,7.93,12.62
169245.43,30,High,557504.45,30,53.43,8.36,1,16.41,6.04,14.77,8.67,16.3
71748.26,18,Medium,526841.78,30,33.91,27.61,6.37,15.67,12.62,3.83,7.19,15.24
20000,52,Low,180509.95,12,7.82,36.04,22.23,6.12,18.94,8.85,2.68,8.43
191691.22,32,Medium,1717829.55,30,34.91,20.09,12.13,15.82,8,9.05,7.22,13.19
28115.47,52,Low,178364.58,11,14.18,30.78,22.93,9.1,22.73,0.29,4.72,8.89
163496.43,30,Medium,728566.22,30,37.57,22.87,11.32,18.09,5.21,4.95,7.08,15.73
55821.01,41,Medium,530623.07,27,46.42,18.61,9.87,14.7,5.89,4.5,8.3,14.84
153723.16,50,Low,629727.98,11,10.13,28.96,24.33,7.21,18.71,10.66,5.2,9.08
148734,52,High,1237161.74,13,62.14,8.8,4.42,12.76,6.75,5.13,9.91,16.19
84644.4,42,Low,340724.21,22,8.69,33.16,25.01,6.62,24.38,2.14,4.79,6.06
90122.77,42,Low,853606.28,18,12.02,25.63,15.94,6.65,34.85,4.9,4.47,7.54
84137.09,47,Low,780045.07,20,18.84,36.65,23.03,6.86,11.14,3.48,5.04,10.29
20000,45,Low,210994.09,15,11.96,26.37,30.69,12.36,16.7,1.92,5.49,10.57
65957.38,24,Medium,415244.01,30,26.46,24.44,9.29,15.7,12.29,11.82,6.37,13.66
24569.19,24,Low,79789.6,30,22.67,19.85,23.93,6.97,24.66,1.91,4.86,8.2
68806.23,18,High,228527.91,30,67.84,8.22,3.68,16.02,1.55,2.68,9.6,18
24046.53,49,Medium,184931.18,17,37.83,23.52,6.7,17.61,10.67,3.68,8.46,13.31
23251.81,35,Low,89622.72,30,24.65,39.9,13.33,6.49,12.66,2.98,6.1,12.35
216651.95,49,Medium,592315.34,20,32.01,23.84,7.65,14.42,11.22,10.86,7.58,12.67
141161.2,44,High,468052.57,20,53.27,4.41,2.03,18.55,3.99,17.75,8.77,15.8
59801.49,27,Medium,271395.13,30,36.9,23.08,11.63,15.77,8.77,3.84,6.94,12.39
69557.9,38,Low,594086.35,28,19.83,29.73,11.57,9.1,25.97,3.8,5.18,9.11
49205.81,34,Medium,151299.72,30,30.2,23.84,8.46,13.85,11.76,11.89,5.83,12.4
94655.66,32,Low,966167.6,27,22.4,29.26,9.81,6.54,23.62,8.38,4.64,8.87
34935.41,50,Low,196401.61,17,11.31,24.8,18.05,11.38,27.64,6.8,4.95,8.3
132865.42,70,Low,676076.56,1,20.97,21.85,18.32,7.6,25.38,5.88,4.56,8.16
49002.68,53,Medium,248181.57,11,39.44,22.67,10.1,13.31,11.87,2.61,7.55,13.67
42882.64,39,Low,331422.1,24,15.35,25.97,19.68,5.48,32.47,1.04,4.41,9.27
61051.33,55,Low,186590.83,16,5.51,30.99,24.91,7.16,27.31,4.12,4.59,7.75
37390.89,60,Medium,162770.96,2,44.21,23.22,10.24,11.13,11,0.2,7.53,13.26
78045.38,23,High,240763.74,30,74.94,1.05,2.82,10.89,5.37,4.94,9.68,17.74
39034.84,54,Low,339588.99,11,12.98,28.36,17.2,10.1,19.01,12.35,5.66,8.98
87283.67,49,Medium,453662.3,18,49.85,12.74,7.06,11.01,11.67,7.68,7.7,15.17
158721.29,54,Medium,926959.73,5,41.97,13.62,8.55,13.73,14.26,7.88,7.62,14.37
33746.85,49,Low,372962.61,18,20.65,28.25,19.75,11.17,16.35,3.83,5.38,10.91
54048.63,37,Low,231593.61,30,5.03,36.82,23.87,9.06,21.69,3.53,4.06,9.59
86782.86,64,Low,286300.74,1,12.04,23.02,25.57,9.44,28.7,1.23,4.88,8.68
42336.88,44,Medium,278181.64,18,29.1,20.12,11.47,17.45,10.23,11.64,7.14,14.1
86990.68,34,High,322164.09,30,60.14,6.54,2.87,11.64,6.76,12.05,9.24,16.02
93565.68,46,Medium,341410.92,18,33.9,26.76,6.06,21.71,6.58,4.98,7.59,12.98
142729.89,51,Low,804764.65,16,25.48,35.99,13.54,6.53,12.42,6.04,5.02,11.46
36949.52,41,Medium,312845.31,26,31.25,21.1,11.83,14.66,10.38,10.78,6.49,15.38
28222.64,44,Low,155276.64,21,17.85,32.18,18.18,9.52,19.77,2.51,4.77,10.06
46912.43,41,Low,463573.61,29,21.74,26.41,28.38,6.94,12.36,4.17,5.04,8.11
27664.3,32,Low,167543.54,30,20.6,30.22,19.97,5.89,15.54,7.78,5.56,12
94249.27,30,Medium,922765.51,30,50.77,18.59,8.07,11.17,7.33,4.07,7.68,14.64
23687.41,23,Low,163683.35,30,14.98,42.34,12.17,7.25,18.17,5.09,4.54,8.57
387903.93,58,Medium,3089043.71,6,38.2,13.87,14.89,13.57,5.9,13.56,8.76,13.27
169200.91,37,Medium,1524637.26,29,40.79,23.82,5.51,15.99,6.09,7.79,7.91,14.1
60606.68,18,Medium,396049.89,30,36.59,25.26,5.9,15.03,11.52,5.7,6.71,13.83
120092.25,44,Medium,1101122.51,25,40.01,17.13,8.75,14.81,8.77,10.54,7.83,13.27
20000,44,Low,144477.09,21,9.22,38.4,15.48,8.92,16.79,11.19,5.23,9.01
451711.29,18,High,2234652.34,30,69.18,1.85,3.47,17.62,0.16,7.72,10.37,17.76
37418.79,30,Low,342540.67,30,28.03,25.71,20,7.34,13.73,5.19,7.12,10.62
54486.15,29,Low,243139.19,30,13.29,35.99,13.42,8.48,25.69,3.13,4.51,10.1
20000,31,Low,185726.16,30,14.15,32.81,27.56,6.68,16.43,2.37,4.43,7.61
88532.92,54,Medium,285663.69,14,36.68,28.78,11.98,15.52,5.82,1.23,7.95,13.35
24760.99,38,Low,213431.59,30,19.82,34.06,14.59,8.02,17.38,6.14,6.1,9.22
65083.38,34,Medium,654588.07,30,37.77,14.42,14.13,13.11,13.28,7.29,7.39,12.4
38819.59,53,Medium,272397.73,14,42.73,11.07,7.35,17.79,12.2,8.86,7.85,14.5
25334.05,45,Low,179972.74,23,17.83,30.7,25.81,8.16,11.43,6.07,5.65,9.77
31527.35,19,Low,218389.26,30,17.9,30.08,13.37,6.86,26.18,5.62,4.8,7.76
71878.34,32,Low,589526.41,27,16.79,29.95,20.56,9.92,20.19,2.59,4.91,8.79
21523.64,43,Low,147834.98,19,11.62,25.54,29.72,10.3,22.56,0.26,4.66,9.36
32960.02,28,Low,93954.32,30,9.69,37.86,10.88,9.66,30.27,1.65,3.97,10.19
101999.03,64,Low,677695.27,2,20.53,31.6,16.28,8.84,17.29,5.46,5.76,8.84
481221.88,41,Medium,2617570.38,29,41.38,25.95,6.03,17.02,9.61,0.01,7.42,14.88
87918.97,30,High,580515.59,30,66.2,0.26,1.86,15.42,0.21,16.06,11.32,15.67
28804.6,26,Medium,248443.51,30,30.77,23.56,10.27,19.68,6.78,8.96,7.09,15.02
44730.39,51,Medium,241870.34,14,39.95,17.64,7.1,14.09,9.68,11.54,7.15,14.78
61535.59,32,High,403802.82,30,58.48,7.46,1.44,14.64,2.18,15.8,9.39,17.31
45367.89,44,Low,226701.49,19,7.75,43.47,14.48,7.63,20.74,5.93,4.44,7.74
123567.94,26,Medium,727220,30,45.61,16.98,5.7,18.64,10.12,2.95,8.42,12.87
71401.82,40,Low,379609.39,26,7.54,38.3,19.68,8.61,24.54,1.32,3.05,7.07
124042.78,32,Low,646300.81,27,21.49,23.65,20.96,7.86,19.82,6.22,5.28,8.06
46655.44,36,Low,345553.64,22,18.7,20.98,19.36,8.19,25.79,6.98,3.77,8.24
173251.58,30,Low,1332312.69,30,19.2,31.17,22.23,7.55,14.3,5.55,5.71,9.63
52518.01,52,Medium,162354.41,14,31.77,19.02,15,18.02,10.42,5.79,6.7,13.27
27588.32,34,Low,282657.16,27,7.74,28.08,18.84,8.58,33.59,3.17,4.32,8.26
342475.76,38,Medium,1721159.86,30,35.8,24.54,8.23,14.75,6.89,9.78,7.28,14.89
20000,38,Medium,180977.65,29,29.6,24.58,10.91,15.6,9.03,10.28,6.53,12.76
33226.69,59,Medium,157986.95,8,30.54,20.74,14.93,15.77,12.42,5.61,6.5,11.67
36332.85,50,Medium,288766.72,17,42.35,14.25,13.23,11.77,13.4,5.01,8.04,12.86
446299.2,49,High,3363965.97,17,67.55,2.26,3.48,15.31,3.74,7.66,10.34,17.9
254635.13,21,High,850984.33,30,64.62,7.1,0.09,11.69,1.88,14.61,10.37,17.09
198241.72,32,Medium,1875100.51,30,39.89,23.09,5.32,13.6,9.62,8.48,6.97,12.13
46054.14,54,Low,425183.98,14,22.77,22.7,15.2,6.4,22.99,9.95,5.68,9.67
417918.72,25,High,2645917.28,30,65.57,6.11,2.7,15.02,1.55,9.05,10.83,16.89
80561.93,41,Medium,309152.65,29,40.6,22.33,7.11,10.56,10.85,8.56,7.62,13.54
131125.55,27,Medium,1197218.29,30,41.71,11.29,12,11.69,13.99,9.32,7.85,11.94
69276.16,28,Low,204585.47,30,22.19,31.84,19.12,4.76,19.93,2.17,5.7,9.32
57671.97,60,Medium,228481.31,1,40.18,24.62,8.86,13.24,10.52,2.59,7.79,12.89
49053.99,48,Low,420093.87,14,20.3,35.77,16.79,6.2,14.59,6.35,5.38,11.78
50735.84,51,Medium,255510.43,17,39.98,13.04,7.89,14.54,14.28,10.29,7.74,13.32
97625.42,49,Medium,602979.65,15,40.69,22.58,8.3,14.92,5.47,8.03,7.41,13.82
80487.7,38,High,545980.5,28,60.59,7.51,2.93,13.17,1.46,14.33,10.27,17.63
58508.23,31,High,362500.23,30,65.7,1.47,2.63,12.19,1.84,16.16,10.11,18.87
200730.61,35,High,571181.42,26,65.98,4.48,3.83,9.95,5.25,10.51,9.21,20.19
20000,37,Medium,194995.91,27,43.1,22.11,5.42,15.08,10.99,3.29,8.58,14.2
90220.29,61,Medium,414656.47,1,45.44,14.21,5.59,14.28,7.6,12.89,9.29,13.33
106541.6,23,Medium,865557.98,30,46.96,18.07,8.96,15.78,9.86,0.38,8.09,13.22
150192.06,33,High,1373062.54,29,64.43,5.12,2.35,12.5,3.6,12,9.02,16.3
56965.59,29,Low,387369.99,30,23.54,25.49,27.26,9.95,10.87,2.88,6.1,9.71
70858.19,52,High,594136.86,15,65.54,2.15,1.5,13.55,8.04,9.22,8.79,15.46
132039.78,62,Low,365097.63,3,19.71,21.35,23.25,7.8,23.4,4.5,4.4,11.4
197804.21,43,High,496759.87,16,58.91,0.27,0.06,16.05,5.34,19.36,10.07,14.23
47177.44,44,Low,212767.77,16,8.27,32.06,22.2,7.36,28.39,1.73,4.13,9.06
74286.2,41,Medium,402555.86,25,28.67,25.41,8.49,16.27,13.7,7.45,6.4,10.62
229798.71,45,Medium,840625.34,17,42.19,13.73,7.96,14.45,14.05,7.61,8.68,15.35
20000,49,Low,190593.64,13,19.87,32.94,19.02,5.56,21.67,0.94,4.86,10.36
34547.48,45,Medium,190621.1,20,53.86,12.78,9.69,11.53,9.05,3.09,8.53,14.26
193836.18,45,Medium,1744169.5,17,43.86,26.73,5.09,13.59,8.09,2.64,8.76,13.78
143793.01,49,High,981473.28,9,57.37,8.02,2.92,18.13,1.89,11.67,9.44,16.71
91131.25,18,Medium,475901.36,30,37.4,25.89,13.93,11.55,8.4,2.82,7.04,12.72
41907.59,40,Medium,423229.25,23,41.41,26.33,4.61,10.15,9.65,7.86,8.08,12.24
29633.03,43,Medium,298641.36,20,37.58,20.98,13.85,16.54,5.39,5.67,6.81,14.53
37388.83,44,Low,364058.92,23,17.91,25.4,31.34,10.26,15.06,0.02,5.41,9.43
207006.7,37,Medium,1657202.07,28,32.86,24.34,9.84,10.13,11.12,11.71,7.26,11.95
36291.75,41,Low,291910.8,24,6.73,29.39,23.83,7.87,23.46,8.71,4.31,7.65
65071.26,31,High,352099.79,30,61.16,7.42,0.35,10.97,3.3,16.79,10.1,16.16
32831.17,18,Low,194658.09,30,22.93,32.65,9.9,6.96,25.33,2.24,4.98,10.35
117750.01,51,Medium,896090.85,18,35.09,25.07,14.18,13.63,8.86,3.17,8.03,13.45
38992.27,26,Medium,157909.72,30,43.64,21.72,4.82,14.81,11.44,3.57,7.42,12.05
55493.7,38,Medium,516495.35,26,48.45,11.99,7.14,20.43,8.39,3.6,8.92,15.52
20000,31,Low,221187.24,30,22.44,38.32,9.92,7.85,13.38,8.09,5.93,10.97
20000,59,Medium,114678.18,10,37.15,24.43,12.82,13.64,8.72,3.22,7.75,12.45
60369.45,39,Medium,170583.99,25,34.87,20.31,6.61,19.81,8.11,10.28,7.61,14.25
20784.74,36,Low,101297.35,30,17.78,34.18,13.85,11.24,21.45,1.5,4.4,9.77
323246.07,48,Low,2659576.42,17,9.67,33.2,17.8,7.72,26.73,4.88,4.14,6.74
20000,65,Low,122252.25,1,9.68,33.45,18.11,8.26,22.93,7.57,4.1,8.3
31633.11,44,Low,201469.5,17,21.47,36.04,13.04,6.36,16.53,6.56,6.19,10.38
60807.02,35,Medium,187320.91,30,40.77,18.15,12.44,18.31,7.75,2.59,7.28,13.61
44801.35,48,Low,292635.85,14,16.27,31.27,18.13,5.52,23.11,5.71,5.2,8.66
24804.58,21,Medium,190436.9,30,43.91,25.07,10.84,11.92,7.02,1.24,7.63,13.93
27882.58,40,Low,235960.95,27,21.28,28.06,23.14,7.99,15.28,4.24,5.1,9.04
27162.06,63,Low,230082.62,1,21.09,30.94,13.39,9.18,17.62,7.78,6.15,8.7
47701.71,41,Low,494398.21,22,6.3,38.48,22.5,8.99,17.09,6.64,4.54,8.83
285970.26,41,Low,1828054.56,24,15.54,33.55,18.28,8.8,22.32,1.52,4.77,7.69
63860.08,40,Low,606688.21,29,19.57,32.35,16.05,6.32,16.87,8.83,4.8,11.28
154572.76,35,Medium,1572103.41,30,34.97,27.37,11.71,10.11,13.95,1.89,6.27,14.28
90010.44,43,Medium,388456.75,25,46.84,16.81,10.56,10.1,9.45,6.25,8.92,14.24
146267.11,49,Low,652247.01,19,22.17,28.45,18.39,8.93,17.84,4.22,6.21,10.96
20000,36,Low,159499.13,28,14.17,31.17,23.2,8.74,18.75,3.97,4.08,7.32
47029.64,18,Low,180676.81,30,13.98,31.8,22.48,5.53,23.08,3.13,4.91,8.86
170724.8,45,Medium,1156930.71,20,41.48,24.34,11.1,12.52,7.14,3.41,7.23,13.24
37976.06,65,Low,348875.56,1,9,28.1,27.27,9.67,23.43,2.53,4.5,7.56
245752.05,35,High,645246.67,30,64.06,4.22,3.76,13.85,1.1,13.01,10.36,16.98
196656.13,22,Medium,1487316.16,30,35.41,21.12,5.05,14.88,11.82,11.72,6.78,15.1
41224.8,48,Medium,183041.51,13,43.49,16.27,8.14,16.73,7.7,7.67,7.89,14.83
40117.54,60,Low,236298.51,2,19.57,27.13,25.37,6.45,14.51,6.96,5.45,11.92
26667.88,46,Low,256955.7,20,15.59,25.15,18.31,8.91,26.86,5.19,5.15,7.31
36258.33,60,Low,179968.66,2,11.45,30.22,22.26,8.56,25.2,2.31,3.72,8.27
22382.36,49,Medium,188967.31,17,36.76,23.18,5.78,18.15,5.55,10.59,7.22,15.67
84554.26,48,Low,615646.8,17,15.79,26.76,21.2,7.42,25.07,3.77,5.33,8.68
20000,33,Low,99297.26,30,22.69,22.43,22.72,6.85,21.19,4.12,4.77,9.69
97254.47,43,High,451298.74,21,65.07,0.57,3.89,17.19,4.01,9.26,9.86,18.56
99167.22,39,Low,718465.17,27,7.01,41.69,22.2,7.41,20.77,0.91,2.99,9.93
20000,39,Medium,152791.76,20,44.5,17.72,7.24,11.55,11.19,7.8,8.23,15.07
207306.72,36,High,1545161.98,24,65.95,5.78,3,13.2,1.63,10.43,9.68,18.09
90489.33,42,Medium,841720.77,20,43.93,21.01,6,12.09,12.24,4.73,7.81,14.38
109300.72,24,High,360675.97,30,62.76,6.66,1.57,17.58,4.45,6.97,9.67,17.62
32701.22,49,Low,132880.65,13,22.89,37.22,19.53,8.05,10.36,1.94,4.8,10.27
98716.08,29,Medium,752965.23,30,44.81,26.83,7.89,11.67,6.84,1.96,7.85,12.99
147740.79,36,High,1242325.59,30,63.61,5.25,2.14,17.13,4.06,7.8,9.7,16.46
55448.68,43,Medium,353205.18,20,41.04,19.69,10.06,16.92,12.29,0,7,12.79
297639.35,28,High,1561222.38,30,62.07,7.67,0.31,20.52,0.86,8.57,9.48,17.93
62152.82,18,Medium,439034.1,30,42.97,25.12,8.15,14.65,5.15,3.96,8.06,12.8
149451.69,35,Low,993229.19,30,17.85,30.9,19.25,6.67,23.71,1.62,4.79,7.5
75849.54,22,Medium,471132.84,30,36.1,17.58,8.53,17.96,11.39,8.44,7.34,13.49
95847.83,48,Medium,867464.51,18,34.39,19.58,10.24,12.51,11.28,12.02,6.79,12.33
20000,26,Low,93760.07,30,20.21,30.13,24.04,7.39,13.5,4.72,5.01,11.35
80736.24,57,Medium,658458.45,4,47.35,23.62,7.27,15.89,5.18,0.68,8.12,13.44
